gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2580109229,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/39955264,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.143816,-99.802385,31,,,,,,2013-04-26T13:57:00,26,4,2013,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,39955264,,Diego Manzano Méndez,2020-03-14T04:27:59,CC_BY_NC_4_0,Diego Manzano Méndez,Diego Manzano Méndez,,,2021-01-30T23:52:11.496Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2580259415,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/39955595,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.357893,-99.800919,8,,,,,,2013-05-14T10:38:00,14,5,2013,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,39955595,,Diego Manzano Méndez,2020-03-14T04:41:44,CC_BY_NC_4_0,Diego Manzano Méndez,Diego Manzano Méndez,,,2021-01-30T23:50:25.995Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
1211734607,cd875b5a-b3fe-48f2-94c7-371cab1431f3,URI:catalog:ROM:Reptiles and Amphibians:18121,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,Sierra de Toluca,México,PRESENT,1,ff418020-1d67-11d9-8435-b8a03c50a862,19.12063033,-99.80011825,,,,,,,,,,,2444358,2444358,PRESERVED_SPECIMEN,ROM,Reptiles and Amphibians,18121,ROM 241,"Morafka, D.J.",,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Morafka, D.J.",,,2021-01-22T17:09:37.507Z,,COORDINATE_REPROJECTED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1895028917,0159cf6b-6a46-4365-96f1-d7ca2511f082,urn:catalog:FMNH:FMNH:126513:8f12a28b9dfdce6dd50ad092d9174983,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus subsp. triseriatus,"(Wagler, 1830)",MX,Nevado de Toluca,Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.1375,-99.8,,,3575,75,0,0,1939-09-22T00:00:00,22,9,1939,2444358,2444358,PRESERVED_SPECIMEN,FMNH,FMNH,126513,,NO DISPONIBLE,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),NO DISPONIBLE,,,2021-01-22T17:02:31.598Z,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY
2580246386,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/39955597,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.349153,-99.799459,31,,,,,,2013-08-05T16:21:00,5,8,2013,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,39955597,,Diego Manzano Méndez,2020-03-14T04:41:45,CC_BY_NC_4_0,Diego Manzano Méndez,Diego Manzano Méndez,,,2021-01-30T23:50:29.474Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2629189692,5719db5a-b15f-4dad-9a11-6cde70b5ed0e,urn:catalog:FC-UNAM:MZFC:23140:84d41feee9fe0aad89d89e3630d7b724,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,"(Wagler, 1830)",MX,Cerro Xocotitlán,Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.7375,-99.787317,,,1501,1501,0,0,2009-07-22T00:00:00,22,7,2009,2444358,2444358,PRESERVED_SPECIMEN,FC-UNAM,MZFC,23140,,Estrella Mociño Deloya,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Estrella Mociño Deloya,,,2020-12-15T17:10:04.486Z,,COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
1894917524,7feba584-f762-11e1-a439-00145eb45e9a,urn:catalog:FMNH:FMNH:103988:5c1c9d76a4b354c323fa8a90ff0e04b8,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus subsp. triseriatus,"(Wagler, 1830)",MX,Nevado de Toluca,Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.125,-99.775,,,0,0,0,0,1940-06-19T00:00:00,19,6,1940,2444358,2444358,PRESERVED_SPECIMEN,FMNH,FMNH,103988,,NO DISPONIBLE,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),E.H. Taylor,,,2021-01-22T17:17:38.848Z,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY
2814146952,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/51024656,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.202504,-99.771533,30580,,,,,,2020-06-25T17:39:00,25,6,2020,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,51024656,,rodrigodiego,2020-06-26T20:39:55,CC_BY_NC_4_0,rodrigodiego,rodrigodiego,,,2021-01-30T23:50:32.308Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2629129812,63ed64cb-90b7-4ecc-b94c-3a0317742379,urn:catalog:ENCB-IPN:ENCB:6635:2e8f2126be5442e015ad9c72c40a6a66,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus subsp. triseriatus,"(Wagler, 1830)",MX,"Llano Grande, Zoquiapan",Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,18.830299,-99.766403,,,1550,1550,0,0,1970-09-06T00:00:00,6,9,1970,2444358,2444358,PRESERVED_SPECIMEN,ENCB-IPN,ENCB,6635,,T. ALVAREZ,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),M. L. Aguirre,,,2020-12-15T17:24:49.879Z,,COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION
1586131815,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://conabio.inaturalist.org/observations/7343526,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.108565,-99.754769,206,,,,,,2017-07-30T00:01:00,30,7,2017,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,7343526,,Ernesto,,CC_BY_NC_4_0,Elean,Elean,,,2021-01-30T23:49:37.972Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
1270054611,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://conabio.inaturalist.org/observations/3344663,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.112904,-99.751895,31,,,,,,2016-05-29T00:00:00,29,5,2016,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,3344663,,Fundacion Lince,2016-05-31T02:41:16,CC_BY_NC_4_0,Fundacion Lince,Fundacion Lince,,,2021-01-30T23:51:09.969Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2620000651,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45106585,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.399989,-99.749974,30580,,,,,,2020-05-06T15:51:56,6,5,2020,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,45106585,,Esaú Valdenegro-Brito,2020-05-09T18:07:43,CC_BY_NC_4_0,ant_mha,ant_mha,,,2021-01-30T23:50:29.732Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2238939246,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/23848443,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.200666,-99.747609,486,,,,,,2013-08-17T12:22:00,17,8,2013,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,23848443,,Luis Macotela,2019-04-29T04:45:00,CC_BY_NC_4_0,Luis Macotela,Luis Macotela,,,2021-01-30T23:51:41.186Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
1571128221,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://conabio.inaturalist.org/observations/6611578,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.4498,-99.740496,31,,,,,,2017-02-15T15:25:00,15,2,2017,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,6611578,,Enrique Marin,2017-06-12T20:34:35,CC_BY_NC_4_0,Enrique Marin,Enrique Marin,,,2021-01-30T23:49:35.821Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2868140194,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/60393665,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.368885,-99.736506,528,,,,,,2020-06-26T10:11:00,26,6,2020,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,60393665,,andreajs,2020-09-22T04:45:30,CC_BY_NC_4_0,andreajs,andreajs,,,2021-01-30T23:52:31.655Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2350339197,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30485258,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.368885,-99.736506,528,,,,,,2019-05-28T10:50:00,28,5,2019,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,30485258,,andreajs,2019-08-09T15:51:09,CC_BY_NC_4_0,andreajs,andreajs,,,2021-01-30T23:52:05.097Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
1586120730,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://conabio.inaturalist.org/observations/7310840,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.167363,-99.734294,31,,,,,,2013-07-04T12:30:00,4,7,2013,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,7310840,,César Rodríguez Islas,2017-08-02T05:11:32,CC_BY_NC_4_0,Diego Manzano Méndez,Diego Manzano Méndez,,,2021-01-30T23:51:14.838Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2864609961,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/59415028,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.230122,-99.724083,122,,,,,,2013-08-17T12:17:00,17,8,2013,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,59415028,,Luis Macotela,2020-09-13T05:41:48,CC_BY_NC_4_0,Luis Macotela,Luis Macotela,,,2021-01-30T23:52:38.917Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
1895028942,0159cf6b-6a46-4365-96f1-d7ca2511f082,urn:catalog:AMNH:AMNH:R-94720:da5b55262a1e4d06769d1c4994d81f81,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus subsp. triseriatus,"(Wagler, 1830)",MX,"5 mi NW Toluca, Tecaxic",Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.323611,-99.721667,,,1800,1800,0,0,1965-09-01T00:00:00,,9,1965,2444358,2444358,PRESERVED_SPECIMEN,AMNH,AMNH,R-94720,,NO DISPONIBLE,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),"Gómez, C.",,,2021-01-22T17:02:30.483Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY
1894112354,80d6e8c8-f762-11e1-a439-00145eb45e9a,urn:catalog:TCWC-TAMU:TCWC:41553:1bf73bace50be96403b78ca544a97e37,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,"(Wagler, 1830)",MX,10.2 MI WSW SAN JOAQUIN,Queretaro,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,20.959444,-99.718611,,,0,0,0,0,,,,,2444358,2444358,PRESERVED_SPECIMEN,TCWC-TAMU,TCWC,41553,,NO DISPONIBLE,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),NO DISPONIBLE,,,2021-01-22T17:15:52.009Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY
2445061851,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34636041,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.228119,-99.713836,60,,,,,,2019-10-19T21:21:27,19,10,2019,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,34636041,,davidguajardo,2019-10-20T15:56:48,CC_BY_NC_4_0,davidguajardo,davidguajardo,,,2021-01-30T23:51:57.016Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2251928113,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25904804,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.31046,-99.708908,61,,,,,,2019-05-26T10:48:00,26,5,2019,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,25904804,,irvingrojas145,2019-05-27T21:54:29,CC_BY_NC_4_0,irvingrojas145,irvingrojas145,,,2021-01-30T23:50:01.792Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2626362850,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45454674,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.313675,-99.706075,101,,,,,,2020-05-09T16:00:00,9,5,2020,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,45454674,,irvingrojas145,2020-05-10T06:56:09,CC_BY_NC_4_0,irvingrojas145,irvingrojas145,,,2021-01-30T23:52:12.868Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2028477979,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/21338489,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,,MX,,México,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.311027,-99.705152,122,,,,,,2019-03-17T12:15:00,17,3,2019,2444358,2444358,HUMAN_OBSERVATION,iNaturalist,Observations,21338489,,irvingrojas145,2019-03-17T23:17:32,CC_BY_NC_4_0,irvingrojas145,irvingrojas145,,,2021-01-30T23:51:50.220Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2629137255,63ed64cb-90b7-4ecc-b94c-3a0317742379,urn:catalog:ENCB-IPN:ENCB:13671:a059f1bb231ba45fb99f920c381fdb42,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,"(Wagler, 1830)",MX,San Cayetano,Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.3998,-99.705,,,975,975,0,0,1967-08-01T00:00:00,,8,1967,2444358,2444358,PRESERVED_SPECIMEN,ENCB-IPN,ENCB,13671,,T. ALVAREZ,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),C. MORALES,,,2020-12-15T17:32:55.625Z,,COORDINATE_ROUNDED;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION
2629124267,63ed64cb-90b7-4ecc-b94c-3a0317742379,urn:catalog:ENCB-IPN:ENCB:13672:f326191835688c85217692fdcd3c760a,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus,"(Wagler, 1830)",MX,San Cayetano,Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.3998,-99.705,,,975,975,0,0,1967-08-01T00:00:00,,8,1967,2444358,2444358,PRESERVED_SPECIMEN,ENCB-IPN,ENCB,13672,,T. ALVAREZ,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),C. MORALES,,,2020-12-15T17:18:07.612Z,,COORDINATE_ROUNDED;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION
2629121992,63ed64cb-90b7-4ecc-b94c-3a0317742379,urn:catalog:ENCB-IPN:ENCB:11992:762c5916ef7f29b3be942619d15d2ab0,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus subsp. triseriatus,"(Wagler, 1830)",MX,San Cayetano,Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.3998,-99.705,,,975,975,0,0,1982-04-17T00:00:00,17,4,1982,2444358,2444358,PRESERVED_SPECIMEN,ENCB-IPN,ENCB,11992,,T. ALVAREZ,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),M. MARTINEZ C.,,,2020-12-15T17:15:16.727Z,,COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION
2629121952,63ed64cb-90b7-4ecc-b94c-3a0317742379,urn:catalog:ENCB-IPN:ENCB:11993:f4bb7fd387e760ad6e4dfdbedb6589b6,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus subsp. triseriatus,"(Wagler, 1830)",MX,San Cayetano,Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.3998,-99.705,,,975,975,0,0,1982-04-17T00:00:00,17,4,1982,2444358,2444358,PRESERVED_SPECIMEN,ENCB-IPN,ENCB,11993,,T. ALVAREZ,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),M. MARTINEZ C.,,,2020-12-15T17:15:11.858Z,,COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION
2629120386,63ed64cb-90b7-4ecc-b94c-3a0317742379,urn:catalog:ENCB-IPN:ENCB:2187:cd66cc7fbefe9b4da04b39d7c6ff5ed0,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus triseriatus,,SPECIES,"Crotalus triseriatus Wagler, 1830",Crotalus triseriatus subsp. triseriatus,"(Wagler, 1830)",MX,San Cayetano,Mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,19.3998,-99.705,,,975,975,0,0,1957-12-10T00:00:00,10,12,1957,2444358,2444358,PRESERVED_SPECIMEN,ENCB-IPN,ENCB,2187,,T. ALVAREZ,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),F. Medellín,,,2020-12-15T17:13:15.801Z,,COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION
